RATA,aggregation-time,provincia_sede,Provincia Sede,descrizione_ente,3descrizione,codice_ente,CODICE ENTE,regione_sede,regione%sede,attivazioni,att ivazioni,cessazioni,mese,anno,qualifica,note,fonte_dato,tipo_contratto
202303,2024-01-11T21:54:00.718,RM,RM,Ente_040,Ente_040,68,68,Abruzzo,Abruzzo,59,59,353,3,2023,Dirigente,,,Indeterminato
202311,2024-06-21T10:38:30.040,AQ,AQ,Ente_090,Ente_090,78,78,Abruzzo,Abruzzo,52,52,8 unità,Agosto,anno 2023,,,,Indeterminato
202310,2024-07-27T18:42:22.911,MI,MI,Ente_093,Ente_093,88,88,Puglia,Puglia,130,130,119,10,2023,,,,Part-time
202308,2024-10-02T17:23:51.231,Bz,BZ,Ente_022,Ente_022,82,82,Basilicata,Basilicata,45,45,370,8,2023,Funzionario,,,Indeterminato
202308,2024-05-19T04:32:30.602,PA,PA,Ente_007,Ente_007,5,5,Molise,Molise,27,27,"476,0",8,2023,Impiegato,,,Indeterminato
202412,2024-02-23T21:48:41.795,PE,PE,Ente_030,Ente_030,20,20,Emilia-Romagna,Emilia-Romagna,36,36,232,12,2024,Impiegato,,,Indeterminato
202311,2024-12-29T17:21:14.698,PG,PG,Ente_076,Ente_076,76,76,Marche,Marche,50,50,379,11,2023,,,,Determinato
202411,2024-05-24T13:06:40.996,BG,BG,Ente_047,Ente_047,29,29,Marche,Marche,431,431,73,11,2024,Funzionario,,,Indeterminato
202402,2024-11-04T00:44:21.867,PD,PD,Ente_041,Ente_041,11,11,Puglia,Puglia,301,301,178,2,2024,Dirigente,,,Indeterminato
202306,2024-08-01T02:34:43.265,PE,PE,Ente_021,Ente_021,70,70,Molise,Molise,456,456,293,6,2023,,,,Indeterminato
202409,2024-01-20T03:44:31.328,Ao,AO,Ente_098,Ente_098,16,16,Umbria,Umbria,242,242,270,9,2024,Dirigente,,,Indeterminato
202406,2024-08-09T17:55:53.929,PA,PA,Ente_001,Ente_001,67,67,Trentino-Alto Adige,Trentino-Alto Adige,247,247,226,6,2024,Dirigente,,,Indeterminato
202408,2024-10-08T02:08:50.940,MO,MO,Ente_014,Ente_014,72,72,Calabria,Calabria,270,270,89,8,2024,Funzionario,,,Part-time
202301,2024-01-02T21:27:16.445,TO,TO,Ente_068,Ente_068,22,22,Emilia-Romagna,Emilia-Romagna,228,228,85,1,2023,Dirigente,,,Determinato
202311,2024-09-09T13:53:49.131,Aq,,Ente_061,Ente_061,72,72,Veneto,Veneto,273,273,316,11,2023,Funzionario,,,Determinato
202304,2024-02-08T01:15:14.427,AN,AN,Ente_083,Ente_083,45,45,Trentino-Alto Adige,Trentino-Alto Adige,360,360,131,4,2023,Funzionario,,,Indeterminato
202310,2024-11-20T00:58:04.958,CB,CB,Ente_090,Ente_090,35,35,Umbria,Umbria,415,415,405,10,2023,Impiegato,,,Indeterminato
202406,2024-06-25T07:56:02.747,PD,PD,Ente_086,Ente_086,61,61,Sicilia,Sicilia,325,325,447,6,2024,Operatore,,,Indeterminato
202311,2024-08-19T11:30:51.695,PE,PE,Ente_075,Ente_075,64,64,Lombardia,Lombardia,418,418,314,11,2023,Dirigente,,,Indeterminato
202308,2024-11-11T17:54:34.016,BS,BS,Ente_083,Ente_083,,,Calabria,Calabria,13,13,370,8,2023,Impiegato,,,Indeterminato
202305,2024-02-02T10:20:52.061,CB,CB,Ente_077,Ente_077,36,36,Toscana,Toscana,8,488,191,5,2023,Funzionario,,,Indeterminato
202401,2024-11-28T21:24:41.123,TO,TO,Ente_002,Ente_002,39,39,Emilia-Romagna,Emilia-Romagna,232,232,105,1,2024,,,,Indeterminato
202305,2024-11-30T10:08:28.212,AO,AO,Ente_075,Ente_075,81,81,Umbria,Umbria,376,376,259,5,2023,Operatore,,,Indeterminato
202301,20-02-24,AQ,AQ,Ente_084,Ente_084,37,37,Puglia,Puglia,463,463,25,Gennaio,2021,Dirigente,,,Indeterminato
202405,18.08.2024,CA,CA,Ente_030,Ente_030,69,69,Toscana,Toscana,91,91,413,5,2024,Impiegato,,,Determinato
202408,2023/03/11,BZ,BZ,Ente_024,Ente_024,96,96,Campania,Campania,130,130,358,8,2024,Operatore,,,Determinato
202311,09-11-24,pt,PT,Ente_078,Ente_078,,,Molise,Molise,113,113,140,OTT,2022,Operatore,,,Determinato
202407,2024-01-19T16:39:18.965,GE,MO,Ente_019,Ente_019,62,62,Basilicata,Basilicata,401,401,402,7,2024,Funzionario,,,Part-time
202406,2024-09-03T08:57:47.277,CT,CT,Ente_007,Ente_007,6,6,Molise,Molise,118,118,290,6,2024,Funzionario,Verifica manuale,,Indeterminato
202409,2024-07-17T01:06:42.329,BZ,BZ,Ente_024,Ente_024,55,55,Calabria,Calabria,145,145,461,9,2024,Funzionario,,,Part-time
202409,2024-04-14T10:23:34.760,PZ,PZ,Ente_099,Ente_099,,,Valle d'Aosta,Valle d'Aosta,68,68,489,9,2024,,,,Determinato
202405,2024-12-22T17:26:10.389,BZ,BZ,Ente_081,Ente_081,51,51,Piemonte,Piemonte,126,126,173,5,2024,Impiegato,,,Determinato
202312,2024-07-16T15:21:12.356,PT,,Ente_022,Ente_022,56,56,Lazio,Lazio,326,326,383,Marzo,2022,Operatore,,,Indeterminato
202304,2024-02-04T19:13:55.488,AQ,AQ,Ente_063,Ente_063,95,95,Molise,Basilicata,270,270,237,4,2023,Operatore,,,Determinato
202409,2024-05-07T06:50:32.985,AO,AO,Ente_084,Ente_084,53,53,Sardegna,Sardegna,220,220,493,9,2024,Operatore,,,Indeterminato
202403,2024-10-20T08:09:55.823,TO,TO,Ente_076,Ente_076,67,67,Lombardia,Lombardia,219,369,289,NOV,2023.,Dirigente,,,Indeterminato
202403,2024-02-06T06:13:02.417,AO,AO,Ente_048,Ente_048,28,56,Puglia,Puglia,188,188,220,3,2024,,,,Determinato
202410,2024-12-13T21:10:34.226,AN,AN,Ente_097,Ente_097,52,52,Sardegna,Sardegna,473,473,205,10,2024,,,,Determinato
202306,2024-10-16T18:29:18.770,FI,FI,Ente_031,Ente_031,96,96,Valle d'Aosta,Valle d'Aosta,437,437,137,6,2023,,,,Indeterminato
202407,2024-06-23T11:59:53.552,GE,GE,Ente_002,Ente_002,79,79,Friuli-Venezia Giulia,Friuli-Venezia Giulia,271,271,19,Febbraio,2024.,,,,Indeterminato
202305,2024-01-22T08:32:37.315,AO,AO,Ente_053,Ente_053,19,19,Calabria,Calabria,181,181,420,5,2023,Impiegato,,,Indeterminato
202409,2024-06-19T11:09:10.104,Va,VA,Ente_062,Ente_042,50,50,Basilicata,Basilicata,204,204,450,9,2024,,,,Part-time
202302,2024-07-01T06:37:30.395,Ts,TS,Ente_085,Ente_085,49,49,Valle d'Aosta,Lombardia,263,263,272,2,2023,Dirigente,,,Indeterminato
202302,2024-10-17T16:34:54.306,RM,RM,Ente_070,Ente_070,60,60,Calabria,Calabria,199,199,20,2,2023,Funzionario,,,Part-time
202401,2024-07-12T20:48:54.197,FI,FI,Ente_047,Ente_047,45,45,Emilia-Romagna,Emilia-Romagna,456,456,150,1,2024,,,,Part-time
202407,2024-07-24T00:27:04.349,TO,FI,Ente_049,Ente_028,48,48,Umbria,Umbria,347,347,192,7,2024,,,,Indeterminato
202405,2024-10-18T18:05:04.477,GE,TO,Ente_017,Ente_017,19,19,Abruzzo,Abruzzo,318,318,364,5,2024,,,,Indeterminato
202312,2024-10-28T01:34:31.982,PD,PD,Ente_024,Ente_024,75,75,Friuli-Venezia Giulia,Friuli-Venezia Giulia,417,417,400,12,2023,Impiegato,,,Indeterminato
202307,2024-02-20T10:02:01.159,RM,RM,Ente_078,Ente_078,97,97,Lazio,Lazio,118,118,293,7,2023,Operatore,,,Indeterminato
202401,2024-02-17T16:08:45.266,BS,BS,Ente_049,Ente_049,85,85,Valle d'Aosta,Valle d'Aosta,45,45,490,1,2024,,,,Determinato
202401,2024/02/21,CA,CA,Ente_081,Ente_081,70,70,Basilicata,Basilicata,178,164,52,1,2024,Dirigente,,,Indeterminato
202411,2023/10/01,MI,MI,Ente_054,Ente_054,33,33,Lombardia,Lombardia,75,75,27,11,2024,,,,Determinato
202306,2023/11/08,TO,TO,Ente_040,Ente_040,52,52,Trentino-Alto Adige,Trentino-Alto Adige,232,232,255,6,2023,Operatore,,,Indeterminato
202308,2024-08-06T08:23:43.916,BZ,MO,Ente_050,Ente_050,24,24,Molise,Molise,"145,0",145,182,8,2023,Operatore,,,Indeterminato
202412,2024-12-13T08:22:52.198,fi,FI,Ente_079,Ente_079,1,1,Lombardia,Lombardia,240,240,257,mese 10,2023.,Operatore,,,Indeterminato
202411,2024-04-16T16:01:17.116,GE,GE,Ente_036,Ente_036,72,72,Piemonte,Piemonte,38,38,384,11,2024,Impiegato,,,Determinato
202407,05-07-23,PT,PT,Ente_096,Ente_096,72,72,Friuli-Venezia Giulia,Friuli-Venezia Giulia,16,16,49,7,2024,Dirigente,,,Determinato
202403,2024-06-16T01:55:16.903,AQ,AQ,Ente_007,Ente_072,51,51,Puglia,Puglia,378,378,412,3,2024,,,,Determinato
202303,2024-11-20T00:21:21.527,PA,PA,Ente_052,Ente_013,1,1,Toscana,Toscana,440,440,117,11,anno 2024,Operatore,,,Indeterminato
202305,2024-11-10T10:18:04.125,mo,MO,Ente_001,Ente_001,81,75,Campania,Campania,89,89,236,5,2023,Impiegato,,,Indeterminato
202301,23-03-24,PD,PD,Ente_063,Ente_082,22,22,Calabria,Calabria,176,176,83,1,2023,Impiegato,,,Part-time
202309,2024-09-08T05:59:03.689,MO,MO,Ente_076,Ente_076,28,28,Valle d'Aosta,Valle d'Aosta,215,168,386,SET,23,Funzionario,,,Determinato
202303,2024-06-23T20:25:34.653,CT,CT,Ente_054,Ente_054,36,36,Umbria,Umbria,24,24,329,3,2023,Operatore,,,Indeterminato
202405,2024-11-22T13:44:48.785,VA,VA,Ente_050,Ente_050,96,96,Puglia,Puglia,152,152,124,5,2024,Dirigente,,,Indeterminato
202306,2024-11-02T11:13:08.631,TO,TO,Ente_040,Ente_040,90,90,Calabria,Calabria,106,106,220,6,2023,Funzionario,,,Indeterminato
202406,2024-05-24T20:11:04.099,PG,PG,Ente_027,Ente_027,89,89,Lombardia,Lombardia,86,86,N.D.,6,2024,,,,Indeterminato
202309,25-01-23,GE,BA,Ente_046,Ente_046,61,61,Campania,Campania,379,379,N.D.,9,2023,Impiegato,,,Determinato
202401,2024-07-09T03:29:09.297,ge,GE,Ente_017,Ente_017,40,40,Piemonte,Piemonte,121,121,386,1,2024,Funzionario,,,Determinato
202305,2024-12-25T10:49:19.524,MO,MO,Ente_078,Ente_078,13,13,Trentino-Alto Adige,Trentino-Alto Adige,78,78,160,5,2023,Funzionario,,,Indeterminato
202303,2024-03-24T04:35:53.925,Cb,CB,Ente_002,Ente_002,82,82,Puglia,Puglia,403,403,437,3,2023,Funzionario,,,Part-time
202306,06.06.2023,RM,RM,Ente_041,Ente_041,25,25,Emilia-Romagna,Emilia-Romagna,455,455,286,6,2023,Operatore,,,Indeterminato
202404,2024-03-13T06:13:20.166,PT,PT,Ente_060,Ente_060,51,51,Trentino-Alto Adige,Trentino-Alto Adige,280,280,335,4,2024,Operatore,,,Determinato
202403,2024-06-09T14:49:09.888,BA,BA,Ente_034,Ente_034,52,52,Lombardia,Lombardia,470,470,254,3,2024,Dirigente,,,Indeterminato
202408,2024-12-27T12:26:25.417,MI,MI,Ente_093,Ente_028,50,50,Lazio,Lazio,238,238,372,8,2024,Impiegato,,,Determinato
202307,2024-12-09T13:54:04.016,MI,MI,Ente_062,Ente_062,21,21,Marche,Marche,460,460,346,7,2023,,,,Determinato
202303,2024-10-23T07:10:13.788,BZ,BZ,Ente_062,Ente_062,30,30,Basilicata,Basilicata,251,251,378,99,anno 2024,Dirigente,,,Indeterminato
202407,2024-11-12T02:05:46.685,VE,VE,Ente_077,Ente_077,16,16,Sardegna,Sardegna,487,487,390,7,2024,Impiegato,,,Indeterminato
202408,06-08-24,BO,BO,Ente_071,Ente_071,35,35,Liguria,Liguria,294,294,194,8,2024,,,,Indeterminato
202306,2024-02-09T20:46:08.806,NA,NA,Ente_086,Ente_086,11,11,Valle d'Aosta,Valle d'Aosta,156,156,483,6,2023,Funzionario,,,Indeterminato
202403,2024-09-17T20:24:50.447,PZ,PZ,Ente_069,Ente_069,71,71,Sardegna,Sardegna,149,149,86,3,2024,,,,Determinato
202412,2024-03-10T05:19:25.191,AQ,AQ,Ente_005,Ente_005,79,79,Campania,Campania,465,465,459,12,2024,Dirigente,,,Indeterminato
202305,2024-03-17T09:26:00.108,GE,GE,Ente_042,Ente_042,27,27,Puglia,Puglia,298,298,418,5,2023,,,,Indeterminato
202301,2024-02-25T07:21:24.988,BO,BO,Ente_015,Ente_015,90,90,Campania,Campania,27,27,186,1,2023,Operatore,,,Determinato
202311,2024-05-21T00:22:42.006,GE,GE,Ente_040,Ente_040,89,89,Piemonte,Piemonte,303,303,272,11,2023,,,,Indeterminato
202305,2024-01-19T15:54:56.999,MI,GE,Ente_023,Ente_023,50,50,Abruzzo,Abruzzo,163,163,30,5,2023,Funzionario,,,Indeterminato
202407,2024-12-07T16:10:08.160,MO,MO,Ente_083,Ente_083,85,85,Sardegna,Sardegna,70,70,243,7,2024,Funzionario,,,Determinato
202307,2024-02-27T11:48:43.233,PT,PT,Ente_071,Ente_071,80,80,Molise,Molise,196,196,184,7,2023,Operatore,,,Determinato
202405,2024-04-08T01:07:03.737,BZ,BZ,Ente_039,Ente_039,49,49,Friuli-Venezia Giulia,Friuli-Venezia Giulia,265,265,20,5,2024,Dirigente,,,Indeterminato
202408,2024-04-02T02:47:09.555,PD,PD,Ente_099,Ente_099,83,83,Molise,Molise,440,440,297,MAG,2021,,,,Indeterminato
202308,2024-08-26T04:21:41.504,PG,PG,Ente_036,Ente_036,65,65,Liguria,Liguria,200,200,396,8,2023,Impiegato,,,Determinato
202311,2024-01-05T02:44:44.460,Va,VA,Ente_086,Ente_086,39,39,Friuli-Venezia Giulia,Friuli-Venezia Giulia,282,282,329,11,2023,Impiegato,,,Indeterminato
202306,2024-08-07T14:36:25.992,PD,PD,Ente_062,Ente_062,88,88,Abruzzo,Abruzzo,290,290,321,MAG,23,,,,Indeterminato
202409,2024-04-08T22:36:21.257,PG,PG,Ente_049,Ente_049,35,35,Umbria,Umbria,183,183,495,9,2024,Funzionario,,,Determinato
202404,14.09.2023,PG,PG,Ente_041,Ente_020,20,20,Trentino-Alto Adige,Trentino-Alto Adige,161,161,258,4,2024,Impiegato,,,Part-time
202305,26-03-24,PE,PE,Ente_085,Ente_085,70,70,Puglia,Puglia,145,145,283,5,2023,Funzionario,,,Part-time
202312,2024-06-23T02:02:56.195,PT,PT,Ente_012,Ente_012,48,48,Basilicata,Basilicata,196,196,276,12,2023,Impiegato,,,Part-time
202411,2024-01-13T13:02:26.251,AO,BG,Ente_039,Ente_039,96,96,Sicilia,Sicilia,155,155,61,11,2024,Dirigente,,,Determinato
202408,2024-05-06T19:49:54.479,AN,AN,Ente_026,Ente_026,72,72,Sicilia,Sicilia,389,389,294,mese 01,anno 2023,,,,Determinato
202310,2024-07-03T11:45:14.890,GE,GE,Ente_045,Ente_045,24,24,Abruzzo,Abruzzo,463,463,20,10,2023,Dirigente,,,Indeterminato
202404,2024-11-10T02:46:20.416,PG,BS,Ente_020,Ente_020,12,12,Molise,Molise,198,198,273,4,2024,Impiegato,,,Determinato
202302,26.09.2024,AQ,AQ,Ente_004,Ente_004,73,73,Lombardia,Lombardia,454,454,14,2,2023,,,,Determinato
202402,12-09-23,PA,PA,Ente_012,Ente_012,58,58,Liguria,Liguria,106,106,94,2,2024,Operatore,,,Indeterminato
202311,21.06.2023,BZ,BZ,Ente_081,Ente_081,50,50,Friuli-Venezia Giulia,Friuli-Venezia Giulia,135,135,362,11,2023,Operatore,,,Indeterminato
202411,2024-01-19T06:36:26.792,BA,BA,Ente_015,Ente_015,36,36,Toscana,Toscana,107,107,57,11,2024,,,,Indeterminato
202412,2024-02-06T08:14:06.551,AQ,AQ,Ente_006,Ente_006,59,59,Sicilia,Sicilia,145,145,277,12,2024,Impiegato,,,Indeterminato
202405,2024-04-30T09:54:10.789,BO,BO,Ente_088,Ente_088,18,18,Lombardia,Lombardia,122,122,295,5,2024,Operatore,,,Indeterminato
202401,2024-10-26T09:18:37.679,AN,AN,Ente_080,Ente_080,51,51,Friuli-Venezia Giulia,Friuli-Venezia Giulia,27,27,40,Maggio,2023,Operatore,,,Indeterminato
202410,2024-05-09T05:21:00.093,VE,VE,Ente_062,Ente_062,92,92,Abruzzo,Abruzzo,3,3,129,10,2024,Operatore,,,Indeterminato
202408,2024-03-20T08:40:03.157,Pa,PA,Ente_097,Ente_097,27,27,Basilicata,Basilicata,427,427,487,8,2024,Funzionario,,,Indeterminato
202309,2024-12-26T15:38:41.831,FI,FI,Ente_071,Ente_071,60,60,Umbria,Umbria,40,40,145,9,2023,,,,Determinato
202307,2024-11-12T05:13:47.378,Bs,BS,Ente_043,Ente_036,91,91,Valle d'Aosta,Valle d'Aosta,182,182,346,7,2023,Impiegato,,,Determinato
202409,2024-06-04T16:26:42.694,BG,BG,Ente_026,Ente_026,15,15,Campania,Campania,61,61,282,9,2024,Impiegato,,,Indeterminato
202306,2024-05-03T20:32:46.505,NA,NA,Ente_007,Ente_007,69,69,Umbria,Umbria,476,476,491,6,2023,Dirigente,,,Indeterminato
202409,2024-08-19T12:07:01.875,PZ,PZ,Ente_080,Ente_080,8,8,Marche,Marche,493,493,177,9,2024,Impiegato,Fonte secondaria,,Indeterminato
202309,2024-11-01T04:02:18.359,AN,AN,Ente_080,Ente_080,43,43,Lazio,Lazio,323,175,186,9,2023,,,,Indeterminato
202309,2024-10-06T04:34:45.357,MI,MI,Ente_078,Ente_078,27,34,Sardegna,Sardegna,466,466,100,9,2023,Operatore,,,Indeterminato
202311,2024-10-02T13:07:14.371,Mo,MO,Ente_049,Ente_049,74,74,Sicilia,Sicilia,370,370,N.D.,11,2023,Funzionario,,,Determinato
202308,2024-01-17T03:29:15.685,NA,NA,Ente_051,Ente_051,42,42,Basilicata,Basilicata,349,349,493,8,2023,,Verifica manuale,,Indeterminato
202401,2024-07-29T03:59:11.919,PA,PA,Ente_100,Ente_100,9,9,Emilia-Romagna,Emilia-Romagna,315,315,66,1,2024,,,,Indeterminato
202307,2024-06-20T09:03:51.603,PT,PT,Ente_004,Ente_004,11,11,Calabria,Calabria,161,161,233,7,2023,Dirigente,,,Part-time
202409,19-12-23,TO,TO,Ente_048,Ente_048,6,6,Sicilia,Sicilia,168,168,358,Dicembre,2023,Operatore,,,Part-time
202412,10.12.2024,PE,PE,Ente_012,Ente_012,21,21,Friuli-Venezia Giulia,Friuli-Venezia Giulia,187,187,68,8,2024,Dirigente,,,Indeterminato
202303,2024/08/02,BG,BG,Ente_003,Ente_003,33,33,Puglia,Puglia,168,168,112,3,2023,Funzionario,,,Part-time
202312,2024-11-01T16:39:05.496,GE,GE,Ente_017,Ente_017,33,33,Basilicata,Basilicata,309,309,252,12,2023,Funzionario,,,Indeterminato
202405,2024-07-30T20:56:48.350,BG,BG,Ente_018,Ente_018,83,83,Trentino-Alto Adige,Trentino-Alto Adige,465,465,326,5,2024,Dirigente,,,Indeterminato
202406,2024-11-04T19:17:01.634,BG,BG,Ente_026,Ente_026,53,53,Liguria,Liguria,328,328,214,6,2022,,,,Indeterminato
202402,2024-03-10T12:24:44.343,PZ,VE,Ente_013,Ente_013,88,88,Abruzzo,Abruzzo,226,226,488,2,2024,Impiegato,,,Determinato
202302,2024-01-03T02:54:24.324,FI,FI,Ente_026,Ente_026,92,92,Abruzzo,Abruzzo,245,245,262,2,2023,Dirigente,,,Indeterminato
202403,2024-08-31T09:12:53.861,MO,MO,Ente_098,Ente_098,75,75,Marche,Marche,210,210,60,3,2024,Dirigente,,,Indeterminato
202411,2024-05-04T08:37:55.791,ve,VE,Ente_027,Ente_027,31,31,,,104,104,9,11,2024,,,,Indeterminato
202406,2024/09/24,AQ,AQ,Ente_066,Ente_066,60,60,Umbria,Umbria,271,271,4,08,2022,Dirigente,,,Determinato
202305,2024-05-07T11:24:04.822,AO,AO,Ente_034,Ente_034,,,Lombardia,Lombardia,109,109,"413,0",5,2023,Funzionario,,,Indeterminato
202404,2024-12-02T11:58:20.744,PG,PG,Ente_029,Ente_029,49,49,Veneto,Veneto,304,304,108,4,2024,Impiegato,,,Indeterminato
202302,2024-03-22T10:23:08.503,BS,BS,Ente_053,Ente_053,49,49,Sicilia,Sicilia,194,194,463,2,2023,,,,Determinato
202305,06-01-24,AQ,AQ,Ente_054,Ente_054,38,38,Piemonte,Piemonte,96,96,379,5,2023,Dirigente,,,Indeterminato
202304,2024-04-27T07:08:29.252,AN,AN,Ente_014,Ente_014,95,95,Campania,Campania,424,424,375,4,2023,Dirigente,,,Indeterminato
202407,2024-03-18T08:30:24.816,CA,CA,Ente_071,Ente_071,11,11,Calabria,Calabria,345,345,176,7,2024,Dirigente,,,Indeterminato
202401,2024-12-06T20:52:34.369,TS,TS,Ente_062,Ente_062,91,91,Campania,Campania,345,345,137,mese 7,23,,,,Indeterminato
202302,2024-10-29T07:29:44.265,PZ,PZ,Ente_018,Ente_018,19,19,Sardegna,Sardegna,308,308,41,2,2023,,,,Indeterminato
202403,2024-01-07T15:41:44.819,PD,PD,Ente_087,Ente_087,87,87,Veneto,Veneto,497,497,117,3,2024,Funzionario,,,Part-time
202410,2024-04-04T14:56:52.001,rm,RM,Ente_052,Ente_050,69,69,,,390,390,309,10,2024,Funzionario,,,Part-time
202409,2024-01-23T11:00:52.268,VA,VA,Ente_086,Ente_086,86,86,Basilicata,Basilicata,170,170,354,Dicembre,anno 2023,Impiegato,,,Indeterminato
202409,2024-11-21T14:04:47.185,PZ,PZ,Ente_035,Ente_035,98,98,Marche,Marche,49,49,339,9,2024,Impiegato,,,Determinato
202410,2024-01-25T20:02:01.245,AN,AN,Ente_024,Ente_024,35,35,Piemonte,Piemonte,481,481,321,10,2024,Impiegato,,,Determinato
202406,2024-04-21T09:57:00.003,PZ,PZ,Ente_033,Ente_033,23,23,Molise,Molise,135,135,325,6,2024,,,,Determinato
202309,2024-07-24T00:59:54.328,AO,AO,Ente_037,Ente_037,72,72,Trentino-Alto Adige,Trentino-Alto Adige,337,337,52,9,2023,,,,Determinato
202309,2024-11-07T07:08:25.777,BG,BG,Ente_016,Ente_016,97,97,Friuli-Venezia Giulia,Friuli-Venezia Giulia,254,254,400,9,2023,Funzionario,,,Indeterminato
202408,2024-04-08T07:27:14.074,VE,VE,Ente_039,Ente_039,42,42,Sardegna,Basilicata,460,460,149 unità,8,2024,Funzionario,,,Indeterminato
202309,2024-03-29T02:27:20.466,PA,PA,Ente_023,Ente_049,7,7,Emilia-Romagna,Umbria,N.D.,100,36,Dicembre,2024,Impiegato,,,Indeterminato
202406,2024-04-05T13:37:27.450,BS,BS,Ente_056,Ente_056,18,18,Molise,Molise,166,166,428,6,2024,,,,Determinato
202403,2024-11-02T15:13:23.098,MO,MO,Ente_030,Ente_030,40,40,Veneto,Veneto,433,433,313,3,2024,Impiegato,,,Indeterminato
202312,2024-11-20T22:36:58.249,TS,TS,Ente_037,Ente_037,61,61,Emilia-Romagna,Emilia-Romagna,366,366,91,12,2023,Operatore,,,Indeterminato
202310,2023/11/04,FI,FI,Ente_093,Ente_093,37,37,Abruzzo,Abruzzo,456,456,70,10,2023,,,,Indeterminato
202404,2024/01/12,AN,AN,Ente_038,Ente_038,71,71,Toscana,Toscana,157,157,390,4,2024,Operatore,,,Determinato
202408,2024-11-18T13:51:29.417,PE,PE,Ente_069,Ente_069,28,28,Molise,Molise,217,217,236,8,2024,,,,Part-time
202411,2024-06-05T17:25:59.431,MI,MI,Ente_087,Ente_087,15,15,Veneto,Veneto,348,348,5,11,2024,Impiegato,,,Indeterminato
202304,2024-12-18T05:51:19.718,BS,BS,Ente_053,Ente_004,80,80,Abruzzo,Abruzzo,466,466,188,4,2023,Funzionario,,,Determinato
202312,2024-02-21T03:37:18.275,PT,PT,Ente_030,Ente_030,24,24,Sicilia,Sicilia,428,428,11,12,2023,Funzionario,,,Indeterminato
202410,2024-01-02T12:04:49.255,cb,AO,Ente_061,Ente_061,59,59,Lombardia,Lombardia,116,116,283,10,2024,Dirigente,,,Part-time
202302,25-10-23,AQ,BA,Ente_065,Ente_065,53,53,Valle d'Aosta,Valle d'Aosta,190,190,58,2,2023,Impiegato,,,Indeterminato
202310,2024-09-16T19:34:24.044,FI,FI,Ente_076,Ente_076,20,20,Campania,Campania,142,142,330,10,2023,,,,Indeterminato
202308,2024-06-04T01:13:15.025,BZ,BZ,Ente_097,Ente_097,61,61,Trentino-Alto Adige,Trentino-Alto Adige,126,126,79,8,2023,Impiegato,,,Indeterminato
202307,2024-03-17T11:12:54.059,BO,BO,Ente_087,Ente_087,34,34,Lombardia,Lombardia,430,430,451,7,2023,Operatore,,,Indeterminato
202306,2024-02-12T00:29:45.236,PE,PE,Ente_058,Ente_058,28,28,Lombardia,Lombardia,308,308,285,6,2023,,,,Indeterminato
202304,17-11-23,VA,VA,Ente_027,Ente_027,92,92,Basilicata,Basilicata,398,398,241,4,2023,Impiegato,,,Part-time
202302,2024-08-25T19:04:15.490,NA,CB,Ente_003,Ente_003,45,45,Trentino-Alto Adige,Trentino-Alto Adige,218,218,107,2,2023,Operatore,,,Indeterminato
202401,21.03.2024,BA,BA,Ente_073,Ente_073,26,26,Umbria,Umbria,N.D.,474,366,1,2024,,,,Determinato
202409,2024-02-24T09:47:17.911,PZ,PZ,Ente_020,Ente_020,28,28,Campania,Campania,438,438,381,9,2024,Impiegato,,,Indeterminato
202305,2024-09-22T10:20:58.568,BS,BS,Ente_095,Ente_095,77,77,Valle d'Aosta,Valle d'Aosta,237,237,36,5,2023,Impiegato,,,Indeterminato
202308,2024-04-11T02:33:41.666,TS,TS,Ente_008,Ente_008,41,41,Umbria,Umbria,2,2,14,8,2023,,,,Indeterminato
202406,2024-08-09T19:48:03.501,AQ,AQ,Ente_053,Ente_053,82,82,Trentino-Alto Adige,Trentino-Alto Adige,99,99,16,6,2024,Dirigente,,,Indeterminato
202311,12-05-24,GE,GE,Ente_087,Ente_087,29,29,Valle d'Aosta,Valle d'Aosta,383,383,32,mese 8,2023,Impiegato,,,Indeterminato
202306,2024-12-01T21:53:03.968,PZ,PZ,Ente_036,Ente_036,42,42,Valle d'Aosta,Valle d'Aosta,270,270,348,6,2023,Funzionario,,,Indeterminato
202403,2024-11-07T10:34:20.704,PD,PD,Ente_075,Ente_075,33,23,,,196,196,209,3,2024,Dirigente,,,Indeterminato
202304,2023/02/11,BS,BS,Ente_079,Ente_049,41,41,Veneto,Veneto,319,457,29,4,2023,Operatore,,,Indeterminato
202304,2024-05-29T05:38:44.251,VE,VE,Ente_031,Ente_035,23,23,Umbria,Sardegna,258,258,38,5,2023.,Dirigente,,,Indeterminato
202307,2024-06-01T21:08:55.540,CA,AO,Ente_093,Ente_093,9,9,Basilicata,Basilicata,380,380,268,7,2023,Operatore,,,Indeterminato
202301,2024-06-15T02:08:24.415,AN,AN,Ente_067,Ente_067,100,100,Veneto,Veneto,282,282,134,1,2023,Impiegato,,,Indeterminato
202409,2024-01-03T11:28:25.169,FI,FI,Ente_029,Ente_029,92,92,Veneto,Veneto,25,25,158,9,2024,Funzionario,,,Determinato
202311,2024-02-05T01:31:43.169,MO,MO,Ente_024,Ente_024,81,81,Trentino-Alto Adige,Trentino-Alto Adige,11,11,93,5,24,Funzionario,,,Indeterminato
202411,2024-09-02T08:10:17.813,MO,NA,Ente_023,Ente_023,73,73,Marche,Marche,35,35,309,11,2024,Operatore,,,Indeterminato
