aggregation-time,tipo_imposta,Tipo Imposta,spesa,SPESA TOTALE,cod_imposta,2cod_imposta,cod imposta ext,ente,ente%code,cod_tipoimposta,rata,note,fonte_dato,area_geografica,anno,mese,regione
2024-06-18T22:08:36.524,Erariali,Erariali,3767836.51993629,3767836.51993629,4,4,4,Ente_009,9,2,03/2023,,,Isole,2023,3,Toscana
2024-06-04T04:45:08.771,Erariali,Erariali,1202686.792420827,1202686.792420827,14,14,14,Ente_011,11,4,202308,,,Centro,2023,8,Liguria
2024-11-21T13:05:17.937,Netto,Netto,3807943.072224489,3807943.072224489,15,15,15,Ente_035,35,5,202312,,,Centro,2023,12,Emilia-Romagna
2024-02-17T11:04:33.620,ERARIALI,Erariali,4142548.72467606,4142548.72467606,4,4,4,Ente_012,12,5,202311,,,Centro,2023,11,Trentino-Alto Adige
2024-01-18T18:07:06.329,Erariali,Previdenziali,2154716.1566751674,2154716.1566751674,14,14,16,Ente_012,12,4,202412,,,,2024,12,Liguria
2024-04-10T17:53:54.188,Erariali,Erariali,2860210.4072670788,2860210.4072670788,4,4,4,Ente_098,98,3,202412,,,Isole,2024,12,Toscana
2024-08-22T07:29:42.094,Erariali,Erariali,4859390.802112844,4859390.802112844,9,9,9,Ente_050,50,1,202407,,,Isole,2024,7,Puglia
10-12-23,PREVIDENZIALI,Previdenziali,"4233801,478897086345",4233801.478897086,1,1,1,Ente_051,51,2,202312,,,Isole,2023,12,Basilicata
2024-01-04T18:55:59.007,Assistenziali,Assistenziali,2224805.455279753,2224805.455279753,8,8,8,Ente_036,36,1,202311,,,Nord,2023,11,Marche
2024-11-30T15:47:07.066,Previdenziali,Previdenziali,3323204.719920473,3323204.719920473,15,15,15,Ente_098,98,2,LUG-2023,,,Sud,2023,7,Toscana
2024-07-12T21:08:49.495,Mista,Previdenziali,3921373.1525357626,3921373.1525357626,6,6,6,Ente_030,30,5,202306,,,,2023,6,Basilicata
2024-12-05T21:31:17.190,Netto,Netto,122619.77407066413,122619.77407066413,1,1,1,Ente_041,41,3,202310,,,,2023,10,Liguria
20.02.2023,Assistenziali,Assistenziali,2942241.5671397266,2942241.5671397266,6,6,6,Ente_003,3,5,202306,,Sistema legacy,,2023,6,Sardegna
2024-07-16T20:32:33.767,Erariali ,Erariali,4922658.538450129,4922658.538450129,20,20,20,Ente_098,98,4,202408,,,Centro,2024,8,Piemonte
2024-07-09T11:32:33.520,Previdenziali,Previdenziali,4735956.06848183,4735956.06848183,14,14,14,Ente_049,49,5,202402,,,Sud,2024,2,Marche
2024-03-21T11:35:57.989,Erariali,Erariali,4162369.5334174596,4162369.5334174596,8,8,6,Ente_055,55,2,202402,,,Sud,2024,2,Trentino-Alto Adige
2024-01-07T08:50:22.116,Previdenziali,Previdenziali,531964.2515602958,531964.2515602958,7,9,9,Ente_032,32,4,202403,,,Nord,2024,3,Liguria
2024-09-08T18:17:22.266,Erariali,Erariali,4970213.221128242,4970213.221128242,16,16,16,Ente_079,79,2,202406,,,,2024,6,Piemonte
10-09-23,Erariali,Erariali,3048081.227536608,3048081.227536608,1,1,1,Ente_008,8,1,202302,,,Sud,2023,2,Molise
2024-08-11T23:13:55.484,Erariali,Erariali,1115318.3388980231,1115318.3388980231,10,10,10,Ente_051,51,2,202307,,,,2023,7,Puglia
2024-01-29T09:35:52.508,ERARIALI,Netto,3371669.179381969,3371669.179381969,12,12,12,Ente_049,49,3,202303,,,Centro,2023,3,Puglia
2024-11-03T01:25:57.297,Da definire,Erariali,4282761.286836327,4282761.286836327,9,9,9,Ente_073,73,2,202310,,,Sud,2023,10,Marche
2024-10-05T06:36:16.908,ERARIALI,Assistenziali,562526.4764773316,562526.4764773316,10,10,10,Ente_090,90,3,202303,,,Sud,2023,3,Trentino-Alto Adige
13-02-23,Da definire,Assistenziali,4582274.278303834,4582274.278303834,10,10,10,Ente_063,63,5,202311,,,Centro,2023,11,Molise
2023/03/17,Netto,Netto,4601101.202813556,4601101.202813556,3,3,3,Ente_022,22,5,202410,,,Isole,2024,10,Abruzzo
2024-10-21T04:11:39.652,Previdenziali,Previdenziali,68308.56675035787,68308.56675035787,2,2,2,Ente_038,38,2,202311,,,Nord,2023,11,Emilia-Romagna
2024-02-23T21:48:13.267,Erariali,Netto,4501695.2891953075,4501695.2891953075,9,9,9,Ente_094,94,1,202401,,,,2024,1,Molise
26-09-24,Mista,Previdenziali,4734142.773282541,4734142.773282541,17,17,17,Ente_033,33,1,202402,,,Centro,2024,2,Calabria
2024-01-09T04:34:49.073,Erariali,Erariali,189421.29310474562,189421.29310474562,5,5,5,Ente_014,14,3,202408,,,Centro,2024,8,Lombardia
2024-05-28T13:40:02.507,Netto,Netto,1471537.4512167457,1471537.4512167457,12,12,12,Ente_069,69,2,202407,,,Centro,2024,7,Abruzzo
2024-04-25T19:02:40.072,Netto,Netto,1866164.4265738162,1866164.4265738162,4,4,4,Ente_010,10,3,202306,,,Isole,2023,6,Umbria
2024-07-28T04:28:52.307,Previdenziali,Previdenziali,1745103.4698598841,1745103.4698598841,10,10,10,Ente_044,44,5,202402,,,Nord,2024,2,Valle d'Aosta
2024-11-16T13:20:03.198,Erariali,Erariali,3795257.1831136756,3795257.1831136756,17,17,17,Ente_025,25,2,202405,,,Sud,2024,5,Trentino-Alto Adige
2024-11-05T06:54:01.129,Previdenziali,Previdenziali,1791164.1916601113,1791164.1916601113,2,2,2,Ente_084,84,2,202311,,,Sud,2023,11,Sicilia
2024-08-22T06:22:47.757,Mista,Previdenziali,4782937.470663817,4782937.470663817,20,20,20,Ente_052,52,2,202402,,,,2024,2,Molise
2024-11-01T21:54:24.823,Da definire,Netto,4974968.133898385,4974968.133898385,6,6,6,Ente_075,75,3,202301,,,Sud,2023,1,Friuli-Venezia Giulia
2024-06-12T16:23:44.571,Mista,Previdenziali,1584777.5346605268,1584777.5346605268,5,5,5,Ente_051,51,2,202412,,,Sud,2024,12,Emilia-Romagna
2024-01-22T11:16:11.790,erariali,Erariali,2544494.9652793277,2544494.9652793277,8,8,8,Ente_051,51,4,202404,,,,2024,4,Piemonte
2023/02/01,ERARIALI,Erariali,2788971.4956597374,2788971.4956597374,16,16,16,Ente_034,34,3,202308,,,Centro,2023,8,Valle d'Aosta
2024/08/06,Erariali,Erariali,"2897434,747005341575",2897434.7470053416,3,3,3,Ente_016,16,1,202309,,,Sud,2023,9,Trentino-Alto Adige
2024-12-03T23:14:12.831,Mista,Erariali,"1871670,761982302880",1871670.7619823029,9,9,9,Ente_068,68,1,202407,,,,2024,7,Abruzzo
2024-06-21T11:57:21.486,erariali,Erariali,830801.5162921895,830801.5162921895,4,4,4,Ente_057,57,4,202305,,,Sud,2023,5,Liguria
2024-06-28T20:39:33.852,Previdenziali,Previdenziali,273748.14811390726,273748.14811390726,1,1,1,Ente_100,100,1,202306,,,Isole,2023,6,Piemonte
2024-01-22T09:43:16.150,Mista,Previdenziali,532636.9795835109,532636.9795835109,6,6,6,Ente_053,53,2,202407,,,Centro,2024,7,Abruzzo
2024-07-01T02:36:49.668,Previdenziali,Previdenziali,4506554.896731612,4506554.896731612,18,18,18,Ente_052,52,5,202311,,,,2023,11,Calabria
2024-02-01T03:34:36.205,Previdenziali,Previdenziali,1402594.6580959149,1402594.6580959149,4,4,4,Ente_028,28,1,202402,,,,2024,2,Puglia
2024-10-25T13:11:25.985,Erariali,Erariali,385038.0930720116,385038.0930720116,12,12,12,Ente_074,74,3,202308,,,Isole,2023,8,Piemonte
2024-01-30T05:55:54.178,Previdenziali,Previdenziali,3118024.9680222203,3118024.9680222203,14,14,14,Ente_088,88,1,202403,,,Nord,2024,3,Umbria
2024/05/01,Mista,Netto,377460.4491551652,377460.4491551652,3,3,3,Ente_048,48,4,202407,,,Centro,2024,7,Campania
2024/04/23,Previdenziali,Previdenziali,351194.6454054523,351194.6454054523,19,19,19,Ente_073,73,2,202309,,,Nord,2023,9,Umbria
2024-10-06T15:44:10.088,Erariali ,Erariali,3108230.9588502366,3108230.9588502366,2,2,2,Ente_006,6,1,202409,,,Isole,2024,9,Lazio
2024-10-02T22:23:46.798,Erariali,Erariali,2957384.825748455,2957384.825748455,2,2,2,Ente_037,37,2,202401,,,Centro,2024,1,Trentino-Alto Adige
12-10-23,erariali,Erariali,208344.9574628506,208344.9574628506,17,17,9,Ente_010,10,4,202310,,,Isole,2023,10,Valle d'Aosta
2024-07-11T20:41:28.787,Previdenziali,Previdenziali,2302928.694350307,2302928.694350307,5,5,5,Ente_061,61,1,202307,,,Isole,2023,7,Toscana
2024-12-13T16:21:42.747,Erariali,Erariali,2179405.771222267,2179405.771222267,1,1,1,Ente_095,95,4,202311,,,Sud,2023,11,Abruzzo
2024-05-31T09:49:42.182,Netto,Netto,2733898.9593830723,2733898.9593830723,16,16,16,Ente_100,100,2,202311,,,Nord,2023,11,Umbria
2024-11-26T03:09:03.208,Previdenziali,Previdenziali,3689485.7074735006,3689485.7074735006,6,6,6,Ente_041,41,5,202311,,,Centro,2023,11,Basilicata
2024-06-21T06:08:30.492,Assistenziali,Assistenziali,1414717.4377634085,1414717.4377634085,5,5,5,Ente_052,52,5,202312,,,,2023,12,Piemonte
2024-04-02T14:38:02.129,Erariali,Erariali,2164468.6376354676,2164468.6376354676,12,12,12,Ente_034,34,3,202411,,,Nord,2024,11,Toscana
2024-10-25T23:47:01.664,Assistenziali,Assistenziali,3963920.679120464,3963920.679120464,17,17,17,Ente_009,9,2,202311,,,Nord,2023,11,Lombardia
2024-04-27T01:42:39.012,Previdenziali,Previdenziali,4612859.395912383,4612859.395912383,11,11,11,Ente_029,29,1,202305,,,Centro,2023,5,Calabria
2024-01-13T09:57:27.633,ERARIALI,Erariali,4456723.542276341,4456723.542276341,19,19,19,Ente_041,41,4,202412,,,Isole,2024,12,Trentino-Alto Adige
2024-01-19T21:05:07.870,PREVIDENZIALI,Previdenziali,2388677.1295181145,2388677.1295181145,2,2,2,Ente_001,1,4,202301,,,Isole,2023,1,Umbria
2024-04-18T23:51:03.731,Erariali,Erariali,2604808.1192135075,2604808.1192135075,16,16,16,Ente_064,64,2,202410,,,Isole,2024,10,Umbria
2024-02-29T02:29:23.105,Previdenziali,Previdenziali,2645998.1053186445,2645998.1053186445,19,19,19,Ente_012,12,5,202303,,,Nord,2023,3,Veneto
2024/08/08,erariali,Erariali,4343709.132967716,4343709.132967716,8,8,8,Ente_023,23,4,202311,,,Nord,2023,11,Umbria
2024-09-25T23:49:44.581,Previdenziali,Previdenziali,4199857.595183066,4199857.595183066,4,4,4,Ente_001,1,3,202406,,,,2024,6,Molise
2024-11-02T09:13:38.706,Previdenziali,Erariali,1558351.11019818,1558351.11019818,6,6,6,Ente_095,95,2,202302,,,,2023,2,Marche
2024-12-20T10:33:03.697,Erariali,Erariali,815085.5974207543,815085.5974207543,20,16,16,Ente_025,25,1,202408,,,Sud,2024,8,Lazio
2024-09-16T01:43:30.098,Netto,Netto,1895493.832899016,1895493.832899016,3,3,3,Ente_038,38,4,202309,,,Sud,2023,9,Sardegna
2024-06-22T17:58:52.593,Netto,Netto,1442743.5098637564,1442743.5098637564,9,2,2,Ente_004,4,1,202404,,,Isole,2024,4,Toscana
2024-08-04T18:06:23.586,Assistenziali,Assistenziali,4753952.843349732,4753952.843349732,19,19,19,Ente_043,43,5,202311,,,,2023,11,Lombardia
2024-01-23T02:45:05.885,Erariali,Erariali,1330312.4815138192,1330312.4815138192,1,19,19,Ente_090,90,5,202405,,,Isole,2024,5,Sicilia
18.04.2023,Erariali ,Erariali,906852.2019529508,906852.2019529508,3,3,3,Ente_061,61,1,202303,,,Centro,2023,3,Veneto
2024-08-26T01:31:37.191,Netto,Netto,4497495.833733519,4497495.833733519,1,1,1,Ente_032,32,4,202301,,,,2023,1,Sicilia
2024-09-10T11:25:38.324,Erariali,Erariali,433306.543175999,433306.543175999,15,15,15,Ente_028,28,5,202301,,,Centro,2023,1,Molise
2024-03-30T18:46:42.978,Netto,Netto,1302069.9910808746,1302069.9910808746,5,5,5,Ente_033,33,4,202310,,,Centro,2023,10,Campania
2024-03-14T11:29:24.725,Erariali,Erariali,2196116.858808941,2196116.858808941,16,16,16,Ente_027,27,4,202403,,,Centro,2024,3,Abruzzo
2024-08-30T05:11:32.826,erariali,Erariali,2975941.7834202508,2975941.7834202508,5,5,5,Ente_001,1,5,202411,,,Sud,2024,11,Sardegna
2024-03-07T05:53:21.955,Da definire,Previdenziali,1639036.8089701582,1639036.8089701582,19,19,19,Ente_008,8,4,202308,,,Centro,2023,8,Trentino-Alto Adige
05-09-23,Assistenziali,Assistenziali,2481673.750608104,2481673.750608104,12,12,14,Ente_085,85,3,202310,,,Isole,2023,10,Umbria
2024-07-11T08:09:13.893,Netto,Netto,"994957,100966601865",994957.1009666019,13,13,13,Ente_023,23,5,202407,,,Centro,2024,7,Piemonte
2024-09-12T06:52:44.366,Mista,Assistenziali,2871796.3270072015,2871796.3270072015,8,8,8,Ente_032,32,1,202405,,,Nord,2024,5,Campania
2024-01-28T13:45:57.317,Assistenziali,Assistenziali,2039676.2245900177,2039676.2245900177,17,17,17,Ente_003,74,3,202301,,,,2023,1,Abruzzo
06.07.2023,Previdenziali,Previdenziali,4246449.176654983,4246449.176654983,12,12,12,Ente_044,44,1,202411,,,Nord,2024,11,Lombardia
2024-04-01T11:34:29.383,PREVIDENZIALI,Previdenziali,2079254.9328098733,2079254.9328098733,14,14,14,Ente_054,54,5,202305,,,Nord,2023,5,Puglia
2024-06-20T10:03:44.215,Netto,Netto,2219633.2739923694,2219633.2739923694,11,11,11,Ente_006,6,2,202301,,,Centro,2023,1,Valle d'Aosta
2024-06-06T18:08:04.360,Netto,Netto,2961282.77172272,2961282.77172272,1,1,1,Ente_070,70,4,202312,,,Sud,2023,12,Abruzzo
2024-08-08T03:59:07.323,Previdenziali,Erariali,616726.8503806303,616726.8503806303,2,3,3,Ente_049,49,3,202302,,,Centro,2023,2,Sardegna
2024-06-08T12:08:57.014,Mista,Erariali,784819.0883546991,784819.0883546991,16,16,16,Ente_059,59,4,202304,,,Isole,2023,4,Friuli-Venezia Giulia
2024-06-27T13:44:13.216,Erariali ,Erariali,3951398.4983889745,3951398.4983889745,2,2,2,Ente_057,57,3,202401,,,Nord,2024,1,Lazio
2024-08-31T07:47:45.491,Erariali,Previdenziali,1367820.4769185956,1367820.4769185956,1,1,17,Ente_089,89,2,202309,,,Sud,2023,9,Calabria
2024-07-05T08:00:48.950,Erariali,Erariali,3423799.947713352,3423799.947713352,1,1,1,Ente_061,61,2,202411,,,Nord,2024,11,Campania
2024-06-18T20:57:49.546,Erariali,Erariali,488037.4229160334,488037.4229160334,10,10,10,Ente_056,56,5,202407,,,Sud,2024,7,Abruzzo
2024-04-08T03:41:13.182,erariali,Erariali,4109411.4549297476,4109411.4549297476,18,18,18,Ente_041,41,1,202309,,,Isole,2023,9,Trentino-Alto Adige
2024-05-23T21:39:56.269,Da definire,Previdenziali,4941152.326483867,4941152.326483867,2,2,2,Ente_014,14,3,202403,,,Centro,2024,3,Calabria
2024-03-04T03:29:30.944,Netto,Netto,1869081.035093714,1869081.035093714,3,3,3,Ente_083,83,1,202403,,,Sud,2024,3,Emilia-Romagna
2024-01-13T09:50:00.466,Erariali,Erariali,2528144.9794725683,2528144.9794725683,14,14,14,Ente_077,77,2,202303,,,Nord,2023,3,Abruzzo
2024-11-11T19:31:37.869,Assistenziali,Assistenziali,2214117.1872191713,2214117.1872191713,12,12,12,Ente_037,37,4,202302,,,,2023,2,Friuli-Venezia Giulia
2024-05-06T00:51:04.611,Previdenziali,Previdenziali,4471044.555446479,4471044.555446479,9,9,1,Ente_041,41,4,202404,,,,2024,4,Molise
2024-08-15T19:36:14.518,Previdenziali,Previdenziali,50660.254446701205,50660.254446701205,13,13,13,Ente_030,30,5,202310,,,Isole,2023,10,Trentino-Alto Adige
2024-05-24T04:18:00.541,ERARIALI,Assistenziali,3267643.1464980165,3267643.1464980165,10,10,10,Ente_092,92,4,202306,,,Nord,2023,6,Marche
2024-01-15T03:41:09.466,Da definire,Erariali,3262188.9957448607,3262188.9957448607,6,6,6,Ente_042,42,4,202308,,,,2023,8,Veneto
2024-06-29T15:34:06.304,erariali,Erariali,1912542.6564814674,1912542.6564814674,5,5,5,Ente_036,36,2,202308,,,Nord,2023,8,Calabria
03.11.2023,Erariali,Erariali,1097448.876942956,1097448.876942956,18,18,18,Ente_056,56,3,202403,,,Nord,2024,3,Trentino-Alto Adige
2024-11-13T16:54:53.143,erariali,Erariali,1199173.7243937633,1199173.7243937633,7,7,7,Ente_071,71,5,202409,,,Nord,2024,9,Basilicata
2023/05/22,Assistenziali,Assistenziali,4002520.1419482417,4002520.1419482417,16,16,16,Ente_083,83,1,202410,,,Sud,2024,10,Umbria
2024-12-04T12:31:58.231,Netto,Previdenziali,331449.3787784202,331449.3787784202,11,11,11,Ente_078,69,1,202402,Da riconciliare,,Nord,2024,2,Umbria
2024-04-23T15:15:59.690,Erariali,Erariali,2819556.9072255204,2819556.9072255204,10,10,10,Ente_026,26,2,202305,,,Centro,2023,5,Puglia
2024-11-13T16:07:24.583,Erariali,Erariali,1534896.1742883495,1534896.1742883495,8,8,8,Ente_084,84,1,202404,,,Nord,2024,4,Emilia-Romagna
2024-05-08T23:59:12.721,Netto,Netto,1326973.8145291337,1326973.8145291337,5,5,5,Ente_014,14,4,202302,,,,2023,2,Lazio
04.04.2024,Netto,Netto,2529182.5899896487,2529182.5899896487,1,1,1,Ente_039,39,4,202412,,,Centro,2024,12,Calabria
26-12-23,ERARIALI,Erariali,4489409.669892555,4489409.669892555,3,3,3,Ente_096,96,4,202404,,,Nord,2024,4,Veneto
2024-03-16T06:00:32.499,Da definire,Netto,3090841.503267617,3090841.503267617,15,15,15,Ente_060,60,4,202311,,,Sud,2023,11,Valle d'Aosta
2024-11-13T17:57:27.594,PREVIDENZIALI,Previdenziali,3943264.5281488625,3943264.5281488625,10,10,10,Ente_094,94,2,202412,,,Centro,2024,12,Abruzzo
2024-10-28T20:24:16.553,Erariali,Erariali,3003818.212535142,3003818.212535142,1,1,1,Ente_028,28,4,202412,,,,2024,12,Lazio
2024-06-24T09:09:54.272,Previdenziali,Previdenziali,3488881.183583831,3488881.183583831,10,10,10,Ente_044,44,4,202310,,,Isole,2023,10,Basilicata
2023/02/17,Erariali,Erariali,2162605.836317685,2162605.836317685,16,16,16,Ente_045,45,5,202410,,,Isole,2024,10,Marche
2024-04-03T13:18:43.172,Assistenziali,Assistenziali,4629982.194405711,4629982.194405711,12,12,12,Ente_018,18,2,202403,,,,2024,3,Puglia
2024-11-05T09:54:22.972,Previdenziali,Previdenziali,2510193.1631753654,2510193.1631753654,5,5,5,Ente_030,30,1,202403,,,Centro,2024,3,Sicilia
26-02-23,Erariali,Erariali,2759321.571464589,2759321.571464589,11,11,11,Ente_070,70,3,202401,,,Isole,2024,1,Molise
2024-06-12T06:41:02.154,Assistenziali,Assistenziali,2625302.550770993,2625302.550770993,5,5,5,Ente_070,70,5,202402,,,Nord,2024,2,Abruzzo
2024-04-17T17:02:47.521,Da definire,Erariali,1581628.9118044274,1581628.9118044274,6,6,6,Ente_003,3,4,202311,,,Nord,2023,11,Sicilia
2024-01-08T08:33:25.545,Erariali,Erariali,1156960.939560329,1156960.939560329,2,2,2,Ente_007,7,3,202403,,,Centro,2024,3,Liguria
17.08.2023,Erariali,Erariali,370100.9856136595,370100.9856136595,10,10,10,Ente_034,34,1,202404,,,Nord,2024,4,Campania
2024/11/05,erariali,Erariali,3591156.7350307405,3591156.7350307405,4,4,4,Ente_082,82,1,202406,,,,2024,6,Sicilia
2024-04-16T12:35:39.517,Netto,Netto,"1447087,040588683449",1447087.0405886834,12,20,20,Ente_065,65,1,202307,,,,2023,7,Sicilia
2024-03-26T19:21:58.919,Assistenziali,Assistenziali,1946600.6180148402,1946600.6180148402,5,5,5,Ente_027,27,1,202402,,,Nord,2024,2,Emilia-Romagna
2024-01-01T18:47:41.913,Previdenziali,Previdenziali,4599720.885468338,4599720.885468338,16,16,16,Ente_054,54,2,202410,,,Centro,2024,10,Campania
01-05-23,Previdenziali,Previdenziali,2832670.2997099566,2832670.2997099566,19,19,19,Ente_079,79,2,202408,,,Nord,2024,8,Emilia-Romagna
2024-03-28T18:59:13.133,Assistenziali,Assistenziali,486293.2414557873,486293.2414557873,15,15,13,Ente_043,27,3,202310,Fonte secondaria,,Isole,2023,10,Toscana
2024-09-19T15:23:24.284,Previdenziali,Previdenziali,3998259.9522064244,3998259.9522064244,19,19,19,Ente_024,24,5,OTT-2023,,,Isole,2023,10,Toscana
2024-09-27T02:03:57.125,Netto,Previdenziali,1281396.864948168,1281396.864948168,12,12,12,Ente_091,91,5,202407,,,,2024,7,Lombardia
2024-12-19T15:26:50.920,Previdenziali,Previdenziali,2763976.5073882663,2763976.5073882663,1,1,1,Ente_062,62,1,202307,,,Centro,2023,7,Veneto
03.11.2024,Mista,Assistenziali,2550397.392845089,2550397.392845089,10,10,10,Ente_093,93,3,202410,,,Sud,2024,10,Friuli-Venezia Giulia
2024-01-16T03:11:46.848,Erariali,Erariali,1191156.1329170517,1191156.1329170517,8,8,8,Ente_084,84,2,202306,,,Centro,2023,6,Campania
2024-04-29T21:43:34.685,Erariali ,Erariali,579739.4029381108,579739.4029381108,3,3,3,Ente_040,40,4,202301,,,Sud,2023,1,Puglia
17.07.2023,Erariali,Erariali,1057096.7708683454,1057096.7708683454,12,12,12,Ente_030,30,3,202309,,,Centro,2023,9,Valle d'Aosta
2023/02/04,Da definire,Assistenziali,487591.66002026404,487591.66002026404,7,7,7,Ente_044,44,5,202411,,,Isole,2024,11,Abruzzo
2024-07-11T03:03:09.537,Previdenziali,Previdenziali,1378864.466741554,1378864.466741554,20,20,20,Ente_082,82,1,202311,,,,2023,11,Valle d'Aosta
2024-02-12T22:10:54.382,erariali,Erariali,4986490.256176585,4986490.256176585,6,6,6,Ente_083,83,5,202305,,,Nord,2023,5,Umbria
2024-12-15T16:40:27.114,PREVIDENZIALI,Previdenziali,2011059.2339416712,2011059.2339416712,5,5,5,Ente_015,15,5,202405,,,Nord,2024,5,Abruzzo
2024-10-05T20:24:12.893,Mista,Erariali,4319578.068283716,4319578.068283716,14,14,14,Ente_049,49,2,202311,,,Isole,2023,11,Puglia
2024-01-02T08:47:13.481,PREVIDENZIALI,Previdenziali,2746339.282953178,2746339.282953178,7,7,7,Ente_087,87,3,202406,,,Centro,2024,6,Abruzzo
26.04.2023,Erariali,Erariali,3333248.813589331,3333248.813589331,15,15,15,Ente_043,43,5,202406,,,Nord,2024,6,Umbria
2024-05-08T11:01:57.898,Mista,Netto,782583.5007830304,782583.5007830304,16,16,16,Ente_006,6,5,202305,,,,2023,5,Marche
2024-03-08T23:12:34.074,erariali,Erariali,1374754.5312424551,1374754.5312424551,19,19,19,Ente_050,50,4,202410,,,,2024,10,Marche
2024-11-21T01:08:02.165,Erariali,Erariali,2552706.6717215986,2552706.6717215986,2,2,2,Ente_046,46,2,202308,,,Centro,2023,8,Lombardia
2024-01-15T01:38:22.188,ERARIALI,Erariali,4405836.027699976,4405836.027699976,2,2,2,Ente_040,40,1,202307,,,Sud,2023,7,Trentino-Alto Adige
2024-06-13T09:00:47.077,Previdenziali,Previdenziali,215397.2913888159,215397.2913888159,9,9,9,Ente_030,30,3,202403,,,Isole,2024,3,Marche
2024-06-28T20:43:04.946,Erariali,Erariali,2535092.877869039,2535092.877869039,10,10,10,Ente_074,74,4,202411,,,Nord,2024,11,Marche
2024-05-30T15:10:46.601,Previdenziali,Previdenziali,256010.05032964112,256010.05032964112,4,4,4,Ente_030,26,3,202408,,,Isole,2024,8,Puglia
2024-04-23T13:06:44.687,Da definire,Erariali,2284656.5595699633,2284656.5595699633,1,1,1,Ente_001,1,3,202302,,,Nord,2023,2,Piemonte
2024-05-09T01:36:27.020,ERARIALI,Erariali,3144711.9285038514,3144711.9285038514,5,5,5,Ente_029,29,1,202403,,,Centro,2024,3,Marche
2024-08-09T00:31:05.565,ERARIALI,Erariali,3723871.2339501083,3723871.2339501083,19,19,19,Ente_089,89,3,202301,,,,2023,1,Molise
2024-03-13T19:55:18.183,erariali,Erariali,693521.4942978729,693521.4942978729,1,1,1,Ente_095,95,5,202308,,,,2023,8,Abruzzo
2024-03-28T19:42:48.870,Mista,Previdenziali,833709.842023279,833709.842023279,17,17,17,Ente_015,15,2,202408,,,Nord,2024,8,Molise
2024-08-25T05:48:00.221,Erariali,Previdenziali,2350854.543537261,2350854.543537261,19,19,19,Ente_017,17,5,202311,,,Nord,2023,11,Basilicata
2024-01-26T09:03:34.826,Previdenziali,Previdenziali,4990184.2534373915,4990184.2534373915,3,3,3,Ente_008,8,4,202403,,,Nord,2024,3,Lombardia
18.12.2023,Erariali ,Erariali,1780878.1314481604,1780878.1314481604,3,3,3,Ente_074,74,4,202406,,,,2024,6,Sicilia
16-01-23,Mista,Previdenziali,2138209.6093871887,2138209.6093871887,12,12,12,Ente_046,46,1,202401,Dato stimato,,Sud,2024,1,Toscana
28.12.2024,Erariali,Erariali,2162801.267329943,2162801.267329943,19,19,19,Ente_057,57,3,202410,,,Centro,2024,10,Abruzzo
28.05.2023,Previdenziali,Previdenziali,404423.4059641201,404423.4059641201,11,11,11,Ente_079,79,4,202407,,,Centro,2024,7,Campania
2024-11-26T18:25:28.735,Previdenziali,Previdenziali,3871086.554304687,3871086.554304687,10,10,10,Ente_028,28,5,202403,,,,2024,3,Lazio
2024-12-13T10:38:04.725,Mista,Erariali,1266254.520606111,1266254.520606111,10,10,10,Ente_090,90,1,202401,,,Centro,2024,1,Umbria
2024-09-16T11:38:00.058,Erariali,Erariali,3518631.6173577164,3518631.6173577164,3,3,3,Ente_084,84,2,202403,,,Centro,2024,3,Lombardia
2024-12-25T06:31:31.326,Netto,Netto,2375974.304299118,2375974.304299118,18,18,18,Ente_077,77,2,202406,,,Isole,2024,6,Trentino-Alto Adige
25-02-23,Erariali,Erariali,3059286.9313547006,3059286.9313547006,5,5,5,Ente_031,31,2,202307,,,,2023,7,Umbria
2024-01-06T09:43:30.620,PREVIDENZIALI,Previdenziali,270804.21083848627,270804.21083848627,6,9,9,Ente_051,51,2,202408,,,,2024,8,Trentino-Alto Adige
2024-01-20T03:43:36.896,Previdenziali,Netto,4449938.456398414,4449938.456398414,18,18,18,Ente_078,78,1,202305,,,Centro,2023,5,Veneto
2023/06/07,Netto,Netto,1220039.990329147,1220039.990329147,13,13,13,Ente_029,29,3,202410,,,Sud,2024,10,Trentino-Alto Adige
2024-05-30T02:31:45.190,Previdenziali,Previdenziali,3350806.842116684,3350806.842116684,1,1,1,Ente_078,78,1,202411,,,Sud,2024,11,Campania
2024-02-18T20:30:38.199,erariali,Previdenziali,3990297.5412187423,3990297.5412187423,4,4,4,Ente_014,14,5,202307,,,Centro,2023,7,Toscana
2024-10-28T23:08:19.311,Erariali,Erariali,2700653.547698702,2700653.547698702,10,10,10,Ente_084,84,5,202304,,,Centro,2023,4,Toscana
2024-10-18T03:07:26.707,Netto,Netto,1687332.7763710422,1687332.7763710422,16,11,11,Ente_041,41,3,202412,,,Centro,2024,12,Friuli-Venezia Giulia
2024-05-01T15:57:09.034,PREVIDENZIALI,Previdenziali,4889538.969030903,4889538.969030903,16,16,16,Ente_035,35,2,202304,,,Centro,2023,4,Valle d'Aosta
2024-02-14T22:03:13.378,ERARIALI,Erariali,1392920.1266402074,1392920.1266402074,17,17,17,Ente_005,5,4,202304,,,Sud,2023,4,Emilia-Romagna
2024-05-31T20:28:30.386,Mista,Previdenziali,4743363.023279229,4743363.023279229,11,11,11,Ente_064,64,5,202412,,,Centro,2024,12,Puglia
